serial_number,manifest_id,scientific_name,common_name,tier,model_key,format,tradition,temperature,response_idx,pool,image_path
S0117,GBIF_Balaenoptera_musculus_00,Balaenoptera musculus,Blue whale,3,llava_interleave,factual,,0.3,0,forced_shr1,data\GBIF\downloaded\tier3_rare_endangered\Balaenoptera_musculus\Balaenoptera_musculus_00.jpg
S0118,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,qwen2vl2b,factual,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_02.jpg
S0119,iNat_Ailurus_fulgens_01,Ailurus fulgens,Red panda,2,idefics3,childrens,,0.7,2,forced_ehr0,data\iNaturalist\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_01.jpg
S0120,GBIF_Panthera_leo_02,Panthera leo,African lion,1,qwen3vl8b,conservation,,0.3,2,forced_evasion,data\GBIF\downloaded\tier1_iconic_common\Panthera_leo\Panthera_leo_02.jpg
S0121,iNat_Panthera_onca_02,Panthera onca,Jaguar,1,llava16,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_onca\Panthera_onca_02.jpg
S0122,iNat_Phocoena_sinus_02,Phocoena sinus,Vaquita,3,llava16,factual,,0.7,2,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Phocoena_sinus\Phocoena_sinus_02.jpg
S0123,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,qwen35_9b,childrens,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_02.jpg
S0124,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,qwen3vl8b,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_03.jpg
S0125,GBIF_Alligator_mississippiensis_02,Alligator mississippiensis,American alligator,4,gemma4_8b,factual,,0.7,0,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_02.jpg
S0126,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,idefics3,factual,,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0127,GBIF_Addax_nasomaculatus_00,Addax nasomaculatus,Addax,3,llava_interleave,mythological,Hindu,0.7,0,forced_shr1,data\GBIF\downloaded\tier3_rare_endangered\Addax_nasomaculatus\Addax_nasomaculatus_00.jpg
S0128,GBIF_Haliaeetus_leucocephalus_00,Haliaeetus leucocephalus,Bald eagle,4,qwen2vl2b,factual,,0.7,0,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Haliaeetus_leucocephalus\Haliaeetus_leucocephalus_00.jpg
S0129,iNat_Equus_quagga_03,Equus quagga,Plains zebra,1,idefics3,childrens,,0.7,0,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_03.jpg
S0130,iNat_Equus_quagga_00,Equus quagga,Plains zebra,1,ayavision,childrens,,0.7,1,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_00.jpg
S0131,GBIF_Addax_nasomaculatus_00,Addax nasomaculatus,Addax,3,qwen2vl2b,factual,,0.3,0,forced_evasion,data\GBIF\downloaded\tier3_rare_endangered\Addax_nasomaculatus\Addax_nasomaculatus_00.jpg
S0132,iNat_Giraffa_camelopardalis_03,Giraffa camelopardalis,Giraffe,1,idefics3,conservation,,0.7,2,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_03.jpg
S0133,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,qwen35_9b,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_02.jpg
S0134,iNat_Diceros_bicornis_03,Diceros bicornis,Black rhino,3,gemma3,factual,,0.7,1,forced_ehr0,data\iNaturalist\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_03.jpg
S0135,GBIF_Giraffa_camelopardalis_01,Giraffa camelopardalis,Giraffe,1,idefics3,conservation,,0.3,2,forced_ehr0,data\GBIF\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_01.jpg
S0136,iNat_Phocoena_sinus_01,Phocoena sinus,Vaquita,3,gemma4_8b,mythological,Hindu,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Phocoena_sinus\Phocoena_sinus_01.jpg
S0137,iNat_Tapirus_terrestris_04,Tapirus terrestris,South American tapir,2,llava_interleave,factual,,0.7,2,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_04.jpg
S0138,iNat_Haliaeetus_leucocephalus_04,Haliaeetus leucocephalus,Bald eagle,4,qwen35_9b,childrens,,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Haliaeetus_leucocephalus\Haliaeetus_leucocephalus_04.jpg
S0139,iNat_Loxodonta_africana_03,Loxodonta africana,African elephant,4,qwen35_9b,mythological,West African (Yoruba),0.7,1,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_03.jpg
S0140,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,qwen3vl8b,factual,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_02.jpg
S0141,iNat_Hydrochoerus_hydrochaeris_00,Hydrochoerus hydrochaeris,Capybara,2,llava_interleave,conservation,,0.7,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Hydrochoerus_hydrochaeris\Hydrochoerus_hydrochaeris_00.jpg
S0142,iNat_Panthera_pardus_orientalis_00,Panthera pardus orientalis,Amur leopard,3,qwen25vl,factual,,0.7,1,stratified_random,data\iNaturalist\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_00.jpg
S0143,iNat_Rhinoceros_unicornis_02,Rhinoceros unicornis,Indian rhinoceros,1,ayavision,conservation,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Rhinoceros_unicornis\Rhinoceros_unicornis_02.jpg
S0144,iNat_Ursus_maritimus_00,Ursus maritimus,Polar bear,1,llava_interleave,childrens,,0.7,2,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_00.jpg
S0145,iNat_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen2vl2b,factual,,0.3,2,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0146,iNat_Diceros_bicornis_04,Diceros bicornis,Black rhino,3,qwen35_9b,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_04.jpg
S0147,iNat_Panthera_leo_04,Panthera leo,African lion,1,qwen35_9b,mythological,West African (Yoruba),0.7,1,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_leo\Panthera_leo_04.jpg
S0148,iNat_Panthera_pardus_orientalis_00,Panthera pardus orientalis,Amur leopard,3,qwen25vl,factual,,0.3,0,stratified_random,data\iNaturalist\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_00.jpg
S0149,iNat_Probosciger_aterrimus_02,Probosciger aterrimus,Palm cockatoo,2,llava16,factual,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Probosciger_aterrimus\Probosciger_aterrimus_02.jpg
S0150,iNat_Equus_quagga_04,Equus quagga,Plains zebra,1,qwen25vl,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_04.jpg
S0151,iNat_Gorilla_beringei_beringei_01,Gorilla beringei beringei,Mountain gorilla,3,qwen2vl2b,mythological,Ancient Greek,0.7,2,forced_evasion,data\iNaturalist\downloaded\tier3_rare_endangered\Gorilla_beringei_beringei\Gorilla_beringei_beringei_01.jpg
S0152,iNat_Loxodonta_africana_04,Loxodonta africana,African elephant,4,qwen2vl2b,childrens,,0.7,2,forced_ehr0,data\iNaturalist\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_04.jpg
S0153,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,qwen3vl8b,factual,,0.3,2,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0154,iNat_Rhinoceros_unicornis_04,Rhinoceros unicornis,Indian rhinoceros,1,llava_interleave,childrens,,0.7,1,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Rhinoceros_unicornis\Rhinoceros_unicornis_04.jpg
S0155,iNat_Equus_quagga_01,Equus quagga,Plains zebra,1,qwen2vl2b,conservation,,0.3,2,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_01.jpg
S0156,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,qwen35_9b,mythological,Ancient Greek,0.7,0,stratified_random,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0157,GBIF_Gorilla_beringei_beringei_00,Gorilla beringei beringei,Mountain gorilla,3,idefics3,conservation,,0.7,1,forced_evasion,data\GBIF\downloaded\tier3_rare_endangered\Gorilla_beringei_beringei\Gorilla_beringei_beringei_00.jpg
S0158,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,idefics3,factual,,0.7,1,forced_ehr_high,data\iNaturalist\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_02.jpg
S0159,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen2vl2b,mythological,East Asian (Chinese/Japanese),0.3,1,forced_shr1,data\GBIF\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0160,iNat_Panthera_onca_03,Panthera onca,Jaguar,1,llava_interleave,conservation,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_onca\Panthera_onca_03.jpg
S0161,GBIF_Ailuropoda_melanoleuca_01,Ailuropoda melanoleuca,Giant panda,1,qwen3vl8b,childrens,,0.3,1,forced_ehr0,data\GBIF\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_01.jpg
S0162,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,llava_interleave,childrens,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0163,iNat_Ursus_americanus_02,Ursus americanus,American black bear,4,qwen2vl2b,conservation,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_americanus\Ursus_americanus_02.jpg
S0164,iNat_Tapirus_terrestris_01,Tapirus terrestris,South American tapir,2,llava_interleave,conservation,,0.3,1,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_01.jpg
S0165,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,qwen35_9b,conservation,,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_02.jpg
S0166,iNat_Alligator_mississippiensis_04,Alligator mississippiensis,American alligator,4,qwen25vl,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_04.jpg
S0167,iNat_Aquila_chrysaetos_01,Aquila chrysaetos,Golden eagle,4,gemma3,factual,,0.7,1,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Aquila_chrysaetos\Aquila_chrysaetos_01.jpg
S0168,iNat_Diceros_bicornis_04,Diceros bicornis,Black rhino,3,ayavision,childrens,,0.7,1,forced_evasion,data\iNaturalist\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_04.jpg
S0169,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,gemma3,conservation,,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0170,iNat_Equus_quagga_02,Equus quagga,Plains zebra,1,llava_interleave,childrens,,0.7,0,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_02.jpg
S0171,GBIF_Ambystoma_mexicanum_00,Ambystoma mexicanum,Axolotl,2,gemma3,childrens,,0.7,1,forced_evasion,data\GBIF\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_00.jpg
S0172,iNat_Strigops_habroptila_00,Strigops habroptila,Kakapo,3,gemma4_8b,conservation,,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Strigops_habroptila\Strigops_habroptila_00.jpg
S0173,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,qwen3vl8b,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_02.jpg
S0174,iNat_Panthera_leo_02,Panthera leo,African lion,1,gemma4_8b,childrens,,0.3,2,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_leo\Panthera_leo_02.jpg
S0175,iNat_Setonix_brachyurus_02,Setonix brachyurus,Quokka,2,gemma3,childrens,,0.3,2,forced_ehr0,data\iNaturalist\downloaded\tier2_regionally_known\Setonix_brachyurus\Setonix_brachyurus_02.jpg
S0176,iNat_Strigops_habroptila_02,Strigops habroptila,Kakapo,3,gemma3,factual,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Strigops_habroptila\Strigops_habroptila_02.jpg
S0177,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,ayavision,mythological,Celtic,0.7,0,stratified_random,data\iNaturalist\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_02.jpg
S0178,GBIF_Strigops_habroptila_01,Strigops habroptila,Kakapo,3,llava_interleave,factual,,0.3,0,forced_shr1,data\GBIF\downloaded\tier3_rare_endangered\Strigops_habroptila\Strigops_habroptila_01.jpg
S0179,iNat_Loxodonta_africana_02,Loxodonta africana,African elephant,4,qwen35_9b,childrens,,0.3,2,forced_ehr0,data\iNaturalist\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_02.jpg
S0180,GBIF_Equus_quagga_01,Equus quagga,Plains zebra,1,ayavision,mythological,East Asian (Chinese/Japanese),0.3,1,forced_ehr0,data\GBIF\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_01.jpg
S0181,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,gemma4_8b,mythological,West African (Yoruba),0.7,0,forced_ehr_high,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_02.jpg
S0182,GBIF_Aquila_chrysaetos_00,Aquila chrysaetos,Golden eagle,4,qwen2vl2b,mythological,East Asian (Chinese/Japanese),0.7,1,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Aquila_chrysaetos\Aquila_chrysaetos_00.jpg
S0183,iNat_Equus_quagga_01,Equus quagga,Plains zebra,1,ayavision,mythological,West African (Yoruba),0.3,1,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_01.jpg
S0184,iNat_Alligator_mississippiensis_02,Alligator mississippiensis,American alligator,4,qwen2vl2b,childrens,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_02.jpg
S0185,iNat_Alligator_mississippiensis_00,Alligator mississippiensis,American alligator,4,llava_interleave,conservation,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_00.jpg
S0186,GBIF_Myrmecophaga_tridactyla_02,Myrmecophaga tridactyla,Giant anteater,2,idefics3,childrens,,0.7,0,forced_ehr0,data\GBIF\downloaded\tier2_regionally_known\Myrmecophaga_tridactyla\Myrmecophaga_tridactyla_02.jpg
S0187,iNat_Strigops_habroptila_01,Strigops habroptila,Kakapo,3,ayavision,mythological,East Asian (Chinese/Japanese),0.3,0,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Strigops_habroptila\Strigops_habroptila_01.jpg
S0188,GBIF_Acipenser_sturio_02,Acipenser sturio,European sturgeon,3,ayavision,conservation,,0.3,1,forced_shr1,data\GBIF\downloaded\tier3_rare_endangered\Acipenser_sturio\Acipenser_sturio_02.jpg
S0189,iNat_Rhinoceros_unicornis_04,Rhinoceros unicornis,Indian rhinoceros,1,idefics3,factual,,0.3,1,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Rhinoceros_unicornis\Rhinoceros_unicornis_04.jpg
S0190,GBIF_Probosciger_aterrimus_01,Probosciger aterrimus,Palm cockatoo,2,ayavision,mythological,East Asian (Chinese/Japanese),0.7,0,forced_ehr_high,data\GBIF\downloaded\tier2_regionally_known\Probosciger_aterrimus\Probosciger_aterrimus_01.jpg
S0191,iNat_Panthera_pardus_orientalis_00,Panthera pardus orientalis,Amur leopard,3,qwen2vl2b,conservation,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_00.jpg
S0192,GBIF_Acinonyx_jubatus_01,Acinonyx jubatus,Cheetah,4,qwen3vl8b,mythological,East Asian (Chinese/Japanese),0.7,0,forced_ehr_high,data\GBIF\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_01.jpg
S0193,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,ayavision,mythological,Ancient Greek,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0194,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,qwen25vl,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_03.jpg
S0195,iNat_Hippopotamus_amphibius_01,Hippopotamus amphibius,Hippopotamus,1,gemma3,childrens,,0.7,0,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Hippopotamus_amphibius\Hippopotamus_amphibius_01.jpg
S0196,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,gemma4_8b,factual,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0197,GBIF_Acipenser_sturio_00,Acipenser sturio,European sturgeon,3,qwen35_9b,childrens,,0.3,0,forced_ehr0,data\GBIF\downloaded\tier3_rare_endangered\Acipenser_sturio\Acipenser_sturio_00.jpg
S0198,GBIF_Pan_troglodytes_00,Pan troglodytes,Chimpanzee,1,llava16,mythological,West African (Yoruba),0.7,2,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Pan_troglodytes\Pan_troglodytes_00.jpg
S0199,GBIF_Gorilla_beringei_beringei_01,Gorilla beringei beringei,Mountain gorilla,3,qwen25vl,mythological,Celtic,0.7,0,forced_ehr_high,data\GBIF\downloaded\tier3_rare_endangered\Gorilla_beringei_beringei\Gorilla_beringei_beringei_01.jpg
S0200,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,qwen3vl8b,mythological,West African (Yoruba),0.3,0,stratified_random,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_02.jpg
S0201,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,gemma3,conservation,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_02.jpg
S0202,GBIF_Panthera_tigris_tigris_01,Panthera tigris tigris,Bengal tiger,1,qwen3vl8b,conservation,,0.3,1,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Panthera_tigris_tigris\Panthera_tigris_tigris_01.jpg
S0203,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,qwen35_9b,factual,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0204,iNat_Rhincodon_typus_01,Rhincodon typus,Whale shark,2,gemma4_8b,factual,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Rhincodon_typus\Rhincodon_typus_01.jpg
S0205,GBIF_Tapirus_terrestris_02,Tapirus terrestris,South American tapir,2,qwen35_9b,conservation,,0.7,0,forced_shr1,data\GBIF\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_02.jpg
S0206,iNat_Balaenoptera_musculus_04,Balaenoptera musculus,Blue whale,3,llava16,factual,,0.7,2,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Balaenoptera_musculus\Balaenoptera_musculus_04.jpg
S0207,iNat_Panthera_tigris_tigris_04,Panthera tigris tigris,Bengal tiger,1,gemma3,factual,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_tigris_tigris\Panthera_tigris_tigris_04.jpg
S0208,iNat_Elephas_maximus_00,Elephas maximus,Asian elephant,4,ayavision,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Elephas_maximus\Elephas_maximus_00.jpg
S0209,iNat_Setonix_brachyurus_02,Setonix brachyurus,Quokka,2,qwen2vl2b,conservation,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Setonix_brachyurus\Setonix_brachyurus_02.jpg
S0210,iNat_Diceros_bicornis_02,Diceros bicornis,Black rhino,3,qwen25vl,mythological,East Asian (Chinese/Japanese),0.3,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_02.jpg
S0211,iNat_Alligator_mississippiensis_04,Alligator mississippiensis,American alligator,4,ayavision,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_04.jpg
S0212,iNat_Ailuropoda_melanoleuca_04,Ailuropoda melanoleuca,Giant panda,1,qwen2vl2b,childrens,,0.7,1,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_04.jpg
S0213,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,gemma3,childrens,,0.3,0,stratified_random,data\iNaturalist\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_02.jpg
S0214,GBIF_Probosciger_aterrimus_02,Probosciger aterrimus,Palm cockatoo,2,llava_interleave,childrens,,0.7,1,forced_shr1,data\GBIF\downloaded\tier2_regionally_known\Probosciger_aterrimus\Probosciger_aterrimus_02.jpg
S0215,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen2vl2b,factual,,0.3,1,forced_ehr_high,data\GBIF\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0216,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,gemma3,mythological,East Asian (Chinese/Japanese),0.3,2,forced_shr1,data\GBIF\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0217,GBIF_Ailurus_fulgens_01,Ailurus fulgens,Red panda,2,qwen3vl8b,mythological,Ancient Greek,0.7,0,forced_shr1,data\GBIF\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_01.jpg
S0218,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,qwen3vl8b,factual,,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0219,iNat_Alligator_mississippiensis_03,Alligator mississippiensis,American alligator,4,qwen2vl2b,mythological,West African (Yoruba),0.3,0,stratified_random,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_03.jpg
S0220,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,idefics3,factual,,0.3,2,forced_ehr_high,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_02.jpg
S0221,iNat_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,qwen25vl,mythological,Hindu,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0222,iNat_Ambystoma_mexicanum_04,Ambystoma mexicanum,Axolotl,2,gemma4_8b,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_04.jpg
S0223,GBIF_Panthera_pardus_orientalis_01,Panthera pardus orientalis,Amur leopard,3,qwen3vl8b,factual,,0.3,1,forced_evasion,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_01.jpg
S0224,GBIF_Patagioenas_squamosa_00,Patagioenas squamosa,Scaly-naped pigeon,2,qwen25vl,mythological,Hindu,0.3,1,forced_shr1,data\GBIF\downloaded\tier2_regionally_known\Patagioenas_squamosa\Patagioenas_squamosa_00.jpg
S0225,iNat_Setonix_brachyurus_01,Setonix brachyurus,Quokka,2,llava16,childrens,,0.7,0,forced_ehr0,data\iNaturalist\downloaded\tier2_regionally_known\Setonix_brachyurus\Setonix_brachyurus_01.jpg
S0226,iNat_Diceros_bicornis_02,Diceros bicornis,Black rhino,3,qwen35_9b,mythological,East Asian (Chinese/Japanese),0.3,1,stratified_random,data\iNaturalist\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_02.jpg
S0227,iNat_Equus_quagga_04,Equus quagga,Plains zebra,1,llava16,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_04.jpg
S0228,iNat_Diceros_bicornis_04,Diceros bicornis,Black rhino,3,qwen35_9b,conservation,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_04.jpg
S0229,iNat_Ailuropoda_melanoleuca_03,Ailuropoda melanoleuca,Giant panda,1,llava_interleave,childrens,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_03.jpg
S0230,iNat_Hippopotamus_amphibius_01,Hippopotamus amphibius,Hippopotamus,1,llava16,conservation,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Hippopotamus_amphibius\Hippopotamus_amphibius_01.jpg
S0231,iNat_Pan_troglodytes_00,Pan troglodytes,Chimpanzee,1,llava16,childrens,,0.7,2,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Pan_troglodytes\Pan_troglodytes_00.jpg
S0232,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,gemma4_8b,factual,,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
